token,count_total,example_contexts,chapters_seen
Civil,32,"—Mayroon pa manding matataas na kawaning laban sa ating panukala, ang Namamahala sa Pangasiwaan, ang... | —ang sagot na parang walang anoman—ang Gobernador Civil.... ang Segundo Cabo.... ang Mahistradong si... | Ang tanging nabatid niya ay ang pagkakatagpo ng mga paskin sa mga pinto ng Universidad, mga pasking ...","1,11,14,18,21,24,25,26,27,28,32,34,39,45,49"
panucala,32,"Sa panonood ng mga calagayang iyong umaakit sa pagcacagana sa pagcain at naguudyoc ng ucol sa paglas... | Hindi nangahas si Sisang ulitin ang canyang pagtatanong; datapwat ang lubhang mahigpit na casalatan ... | Ibig kong gawing patnubay ang panucala ng sa aki'y nagbigay buhay, at dahil dito'y ibig ko sanang ma...","1,16,19,20,24,25,32,35,37,40,45,60"
carapatdapat,32,"Sa panahong wala si pari Damaso sa San Diego ay inilibing ng coadjutor ang bangcay ng isang taong to... | ; opo, totoong carapatdapat; siya'y macailan kong nacapanayam, at tumuloy ako sa canyang bahay.... | Siya'y aking nakilala at nacapanayam, at masasabi kong siya'y isa sa mga taong lalong carapatdapat a...","1,14,16,2,22,24,28,29,3,30,34,35,36,37,38,39,40,47,49,59,6,9"
pumasoc,32,"Pinalad ang tinatanong na pumasoc sa salas ang dalawang ginoo.... | Sa calagayang iyang pagbabagong anyo, puspos ng mga talinghaga at ng pagcamaramdamin ang puso, pumas... | at pumasoc ako sa beaterio, lagui nang naaalaala cata at hindi ko ikaw nilimot, baga man ipinag-utos...","1,14,19,20,21,23,24,25,37,39,40,41,48,50,51,54,6,60,62,63,7"
calolowa,32,"Ang canyang taas na higuit sa caraniwan, ang canyang pagmumukha, ang canyang mga kilos ay pawang nag... | —ang ibinulong ng militar, na puspos ng habag ang anyo ng pagsasalita, sa canyang pagcahiwatig sa na... | Napanood din naman naming ipinakikita ng pari sa mga nakikinig ng sermon sa kanya sa oras ng pagpapa...","11,14,16,17,18,19,2,20,25,31,34,4,6,7,9"
macaraan,31,"Hindi ko pa nauunawang magaling ang wikang tagalog, gayon ma'y kinucumpisal ko na ang mga babae at n... | Hayaan ninyong macaraan ang ilang bowan; magbabago kayong isipan pagka kayo'y nacapagmalimit sa mara... | —¡Dapat kong acalaing hindi po kayo nagbibiro sa akin—ang muling sinabi ni Ibarra ng macaraan ang il...","1,11,14,15,19,22,25,37,4,42,43,49,50,51,52,56,58,59,6,60,62,7"
cagalanggalang,31,"—Sinasabi ng ""cagalanggalang po ninyo"" (""Vuestra reverencia""), pari Damaso—ang biglang isinalabat ng... | —¿Ano po ba, ang ibig sabihin ng ""cagalanggalang"" ninyo (Vuestra Reverencia)?... | Nababagbag ang loob na pinagmasdan siya ni pari Sibilang nacahalukipkip ang mga kamay sa ilalim ng c...","1,12,20,24,28,29,31,32,38,40,63,9"
icagagaling,31,"Sa ganang akin lamang naman, dinaramdam kong iwan ang Camiling, gayong iilang buwan akong natira roo... | Sa ganang akin lamang naman, dinaramdam kong iwan ang Camiling, gayong iilang buwan akong natira roo... | Bago ko paroonan ang isang lupain, pinagsisicapan kong matalos ang canyang historia, ang canyang Exo...","1,11,25,3,32,33,34,35,37,4,44,45,49,50,53,54,59,6,60,63,9"
Lucas,31,"—Ginoo, Lucas ang aking pangalan, ako ang kapatid ng namatay kahapon.... | —ang pinipilit itanong ni Lucas.... | —ang tanong ng boong saclap ni Lucas, na humalang sa harapan ni Ibarra;—¿wala kayong panahon sa paki...","41,43,46,48,52,55,56,59"
Tiburcio,30,"Nang tumanda na ang aling Victorinang ito ay nag-asawa sa isang kulang-palad na ang pangalan ay D. T... | —Ito ang sanhi,—ang patuloy ni Isagani—kung kaya ang aking amain, taong matalino, ay ayaw pumasok sa... | Si aling Victorina ay wilingwili at nagkaroon na tuloy ng hangad na pakasal sa binata sa araw na si ...","1,2,22,24,25,39,42,47,59"
doctor,30,"Tomas, na ang tubig ay isang halo, ay maliwanag niyang pinatunayan na ang taga langit na doctor ay n... | —May mga doctor ang Santa Madre Iglesia....... | Tila mandin totoong lumiligaya si Fr. Sibyla: tahimic na lumalacad at hindi na namamasid sa canyang ...","13,14,25,3,34,35,42,44,47,58,59,63"
caugalian,30,"Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los ... | Mga ginoo—anya—may isang caugalian sa Alemaniang pagka pumaparoon sa isang capisanan, at walang masu... | Itulot po ninyo sa akin ang ganitong ugali; hindi dahil sa ibig kong dito'y magdala ng mga asal ng m...","1,19,2,20,22,25,34,37,39,4,42,43,47,49,50,54,59,62"
pagcain,30,Sa panonood ng mga calagayang iyong umaakit sa pagcacagana sa pagcain at naguudyoc ng ucol sa paglas... | —¡Handa na ang pagcain!... | Hindi nagkikikibo ang teniente; nagsasalitaan ng masaya ang iba at kanilang pinupuri ang cabutiha't ...,"1,11,12,15,16,17,2,20,22,24,27,28,3,31,34,38,42,46,48"
umiimic,30,"Umaaticabong nangagsasalitaan ang ilang mga cadete; ngunit mahihina ang voces, sa isa sa mga suloc a... | —¡Dapat kong acalaing hindi po kayo nagbibiro sa akin—ang muling sinabi ni Ibarra ng macaraan ang il... | Ngunit hindi tumutulog, nagpupuyat, ang batang franciscanong hindi pa nalalaong nakita nating hindi ...","1,14,16,17,18,20,21,23,24,26,34,4,41,42,43,5,51,52,56,57,60,9"
caraming,30,"¡Ganyang caraming mga libro ... sucat na ang magcaroon ng dalawang daling noo....... | —ang isinalabat ng militar, na nakikita niyang siya'y nabibilot ng gayong caraming mga pag tatangita... | Ang mga pagtitiis ng hirap, ang mga sama ng loob, ang mga pagdaralita sa bilangguan, o ang canyang p...","1,10,15,19,21,23,24,27,29,31,38,4,45,49,50,54,55,57,58,7,8"
casabay,30,"—ani Kapitang Tiago, casabay ng pagdidiin sa balicat ni Ibarra.... | ¡ang binata'y camukha niya at canyang pangalan ang pangalang ipinangungusap na casabay ang tangis!... | Nang macaraan ang ilang minuto, ang binata'y nananaog na sa hagdanang casabay si Kapitang Tiago at s...","10,11,15,18,20,22,24,25,28,3,31,32,36,37,39,43,45,5,54,56,58,59,7"
macatuwid,30,"Ng magtatamo na si Santiago ng caligayahang siya'y tawaguing ""logico"", sa macatuwid baga'y ng siya'y... | —Sa macatuwid ay inaaacala po ba ninyong ang buwis ay ...... | At dito'y gaya rin doong palibhasa'y ibig macapangyari ang isa't isa, nangagpapalagayang ang isa sa ...","11,14,16,19,20,24,25,28,29,33,34,39,40,47,49,51,54,55,59,6,60,63,9"
cuartel,29,"Ngunit sumama po kayo sa aki't ako'y paroroon sa cuartel; sasabihin ko hanggang tayo'y lumalacad.... | Samantala'y dumating sila sa pintuan ng cuartel.... | Sa dalawang taong canyang pangangapita'y nacasira siya ng sampong frac, sampong sombrerong de copa a...","11,17,18,21,39,4,40,49,52,54,55,56,57,6,62,8"
malungcot,29,"Sa mga panaguimpan ko'y nakikita ko ikaw na nacatindig sa tabing dagat ng Maynila, nacatanaw sa mala... | Nakikisaliw sa malungcot at di nagbabagong anyo ng awit ng namamatnugot na nacasacay sa calabaw ang ... | Pabayaan nating maglacbay ang binatang nagdidilidili o nacacatulog: ang hiwagang malungcot o masaya ...","10,12,13,15,16,20,23,39,43,46,49,51,53,54,56,57,59,60,62,7,8"
cabilang,28,"Dapat halataing sa lubhang kinakailangang gamit na ito ng nayong ang dami ng calacal at taong nagpap... | Totoong maliwanag, sa caramihan ng ilaw, ang catapat na bahay sa cabilang ibayo, at dumarating hangg... | —¡Na sa cabilang ibayo ang Europa!...","1,13,14,23,24,30,32,34,35,36,40,42,44,46,5,59,62,8"
ucol,28,"Sa panonood ng mga calagayang iyong umaakit sa pagcacagana sa pagcain at naguudyoc ng ucol sa paglas... | Ang sinabi niya'y ucol sa mga ibang lupaing sacop, na ang mga nananahan doo'y pawang sa lahi ring iy... | —Sa halimbawa ... tungkol sa pamumuhay ng mga bayan ... sa buhay ng pakikipanayam, ang lacad ng pama...","1,15,16,17,19,20,24,26,27,3,30,32,33,34,37,38,42,46,51,57,59,6"
lacad,28,"—¡Lacad na kayo ngayon din, lacad na kayo!... | —Sa halimbawa ... tungkol sa pamumuhay ng mga bayan ... sa buhay ng pakikipanayam, ang lacad ng pama... | Nagdaraan ang mga cocheng tila mga kidla't, mga calesang paupahang ang lacad ay naghihingalo, mga na...","1,13,16,21,22,29,3,31,33,34,37,38,39,4,44,45,46,49,53,54,55,6,8"
caibigang,28,"—Ngunit kailan ma'y hindi ko naging caibigang matalic ang iyong ama.... | ¡Ah, ngayo'y ibig niyang maparoon uli sa beaterio, sa casamahan ng canyang mga caibigang babae!... | Kung iya'y maguiguing katotohanan, sacalin na ninyo't patayin iyang inyong anak na lalaking diya'y t...","14,19,2,22,24,27,28,36,38,40,42,44,45,47,49,51,54,59,60,63,7"
capurihan,27,"Isang taong gaya niyang may isang anak na lalaking kinabubuhusan ng boong pag-irog at mga pag-asa, i... | —¡May capurihan akong ipakilala po sa inyo si Don Crisostomo Ibarra, na anak ng nasira kong kaibigan... | Siya'y aking nakilala at nacapanayam, at masasabi kong siya'y isa sa mga taong lalong carapatdapat a...","1,2,21,25,31,32,34,35,37,4,42,45,50,53,59,60,9"
kinacailangan,26,"Sa pagka't kinacailangan niyang mabuhay, at hindi pahintulot sa kanya ang magtrabajo ng mabigat na m... | Kung dahil sa isang malaking caguipita'y manacanacang kinacailangan ang mga saclolo ng calangitan at... | ""—At ngumingiting idinagdag; ""Nangagaisiparito sila sa paghanap ng guinto; ¡mangagsiparoon naman kay...","14,16,19,25,32,33,34,37,4,40,42,49,59,6,8,9"
umiiyac,26,"Nacuculong ang isang munting luang ng apat na hubad at maruruming pader; sa isa sa mga pader, sa dak... | Bumubucas sa iyo ang panahong sasapit, samantalang sumasara sa akin; sumisilang sa iyo ang mga pagsi... | At sinabi pagkatapos ni Kapitang Tiago kay Maria Clara na umiiyac sa tabi ng larawan ng isang Virgen...","10,13,17,21,24,30,36,43,47,5,51,54,56,57,58,61,7"
cruz,26,"Nagagamit nilang pananda ang lahat: isang kahoy, isang sampaloc na may maliliit na dahon, ang niog n... | Sa gitna ng maluang na bacurang iyon may nacatayong isang malaking cruz na kahoy na natitiric sa pat... | Sa paanan ng cruz, tulad sa tunay na Golgota, samasamang nabubunton ang mga bungo ng ulo at mga but-...","10,12,13,18,26,31,49,54,58"
coche,25,Dapat halataing sa lubhang kinakailangang gamit na ito ng nayong ang dami ng calacal at taong nagpap... | ¡Lacad na kayo't ipahihiram ko pa sa inyo ang aking coche!... | Ibig sanang yacapin ni Maria Clara ang canyang tia; ngunit narinig niyang tumiguil ang isang coche a...,"1,13,14,19,22,24,26,27,29,36,42,63,7,8"
galac,25,"Nakita ni Ibarrang nanonood ng boong galac at nacangiti sa mga pagpapalamangang iyon sa upuan ang ma... | —Kung hindi totoong gulo ang canyang isip, at kung siya sana'y maibiguing macaalam ng mga ginagawa n... | Sa mga sandaling yaon, pagka nagcacawatasan ang dalawang linikhang sumasaligaya sa kilos ng mga bali...","20,23,24,25,26,3,32,34,37,38,44,5,59,62,63,7"
cawayan,25,"Sa lilim ng isang carretong kahoy nacabulagta ang isa sa mga taong iyon, walang malay tao, bucas ng ... | Bumalic tayo sa Maynila samantalang gumugulong ang coche't nagpapaguiray-guiray, tulad sa isang lasi... | Nagagamit nilang pananda ang lahat: isang kahoy, isang sampaloc na may maliliit na dahon, ang niog n...","10,12,21,22,23,24,26,27,32,41,42,46,54,56,8"
caniyang,24,"—Ginoo—ang sagot ni Ibarrang nababagbag ang puso—ang inyo pong pagpuri sa aking ama ay pumapawi ng a... | Hinarap ng mga matatandang babae, gayon man, ang cura, upang makipagsalitaan sa kanya tungkol sa mga... | hinawacan ko siya ng nag-iibig ng tumacas, pagkatapos na mapasimulan niya ang gawang pangpahamac; na...","2,24,33,37,38,39,40,42,44,46,48,49"
daco,24,"Napipilitan ang ""indiong"" bumili sa ibang daco ng mga lupang casing galing din ng ating mga lupa o l... | Naroroon, ang ilog, calakilakihang ahas na cristal na natutulog sa verdeng alfombra: pinaaalon ang c... | Naroroon, ang ilog, calakilakihang ahas na cristal na natutulog sa verdeng alfombra: pinaaalon ang c...","10,12,13,19,21,22,23,24,25,32,40,44,55,59,60,9"
hucay,24,"—Namamasdan sa paliguidliguid ang mga bagong hucay: sa daco rito'y hupyac ang lupa, sa daco roo'y an... | —ang isinalabat ng causap na lipos ng pangingilabot, na binitiwan ang pala at umahon sa hucay;—aking... | ¿Sino ang ililibing sa hucay na iyan?...","12,13,26,31,32"
cadahilanan,23,"Ang mga sinasabing ""in corde"" lamang ang macasasakit ng loob: sacali't dating tinataglay ng ""in meat... | —¡Ngunit ako'y ""por accidens"" at ""por mi"" ay nalalaman ko ang mga cadahilanan, pari Sibyla!... | —Nalalaman ko ang mga cadahilanan at papagtatangiin ng ""cagalangan po ninyo"" (papagtatangitangiin po...","1,11,16,17,2,23,25,32,38,4,40,42,49,54,6,61"
lumalacad,23,"Tila mandin totoong lumiligaya si Fr. Sibyla: tahimic na lumalacad at hindi na namamasid sa canyang ... | Ngunit sumama po kayo sa aki't ako'y paroroon sa cuartel; sasabihin ko hanggang tayo'y lumalacad.... | —Kung hindi totoong gulo ang canyang isip, at kung siya sana'y maibiguing macaalam ng mga ginagawa n...","13,21,22,24,27,29,3,30,36,4,42,5,52,54,55,58,6,60,62,63"
cabuluhang,23,"Iba ang aking sapantaha tungkol sa Dios—ang sinasabi niya—sa ganang akin ay hindi nasasawata ang isa... | Ako man, sacali't malaki ang aking casuclaman sa pagluhog sa paggawa ng magaling nino man, humarap a... | Nawal-ang cabuluhang lahat, hanggang sa siya'y hinatulan ni pari Damasong pumaroon sa Obando, at pag...","20,25,26,31,37,4,40,42,46,49,50,53,54,58,6,61,62,8"
capitana,23,"—ani capitana Tika na ina ng masayang si Sinang;—uminom po kayo ng salabat na may cahalong puto, Alb... | anang isa kay capitana Tica—¿natatandaan mo ba ng tayo'y nangaliligo sa ilog ng panahong dalaga pa t... | —¡Siya nga—ani capitana Tica;—datapwat iniibig ko pang mabasa ang laylayan ng aking saya kay sa ipak...","23,35,57,58"
suloc,22,"Umaaticabong nangagsasalitaan ang ilang mga cadete; ngunit mahihina ang voces, sa isa sa mga suloc a... | Hindi nag-ilang buwan at naparoon ang isang binatang wari'y mestizong kastila, na ang sabi'y anak da... | Ang damo at ang mga gumagapang na damo'y tumatakip sa mga suloc, umuucyabit sa mga pader at sa mga ""...","1,10,12,13,17,18,20,21,27,30,31,38,44,46,53,54,55,56,58"
pilac,22,"Ang mukha niyang maganda ang tabas, ang canyang mga pagtinging nacalalaguim, ang canyang malalapad n... | Bucod sa roo'y sinasapantaha niyang malaki ang capangyariha't lacas ng Virgen de Antipolo kay sa mga... | ¿Naghandog si Kapitang Tiago sa isang Virgeng alin man ng isang bastong pilac na may mga esmeralda a...","1,12,26,28,29,31,32,38,42,46,54,6,9"
Clarang,22,"Lumaki si Maria Clarang pinacaiirog ng lahat, sa gitna ng mga ngiti at pagsinta.... | Tumatangis si Maria Clarang nag-paalam kay pari Damaso at sa tanging catotong canyang calaro-laro bu... | Doon sa conventong iyong sacali't nakikipanayam sa mundo'y sa pamamag-itan ng mga rejang lambal, at ...","23,24,27,32,34,37,40,42,44,47,54,59,6,61,7"
catuwaan,22,"Sa mga panaguimpan ko'y nakikita ko ikaw na nacatindig sa tabing dagat ng Maynila, nacatanaw sa mala... | Lumulucso ang calolowa sa catuwaan pagcakita ng nacasabit sa bawa't liig na apat o limang mga escapu... | —¿Opo, malaki,—ang pinapagtibay na sagot ng matandang lalaki ng boong catuwaan, at tinitingnan niya ...","11,13,16,23,24,26,27,28,37,39,50,51,56,59,61,62,7"
pumapasoc,22,"Nanghihiganti naman ng boong cabanalan si Fr. Salvi: pagcakita niyang pumapasoc sa simbahan ang alfe... | Isang pintuang kahoy, at isang bacod na ang calahati'y bato at ang calahati'y cawayan ang tila mandi... | Ang damo at ang mga gumagapang na damo'y tumatakip sa mga suloc, umuucyabit sa mga pader at sa mga ""...","11,12,14,16,17,19,23,25,27,29,30,32,47,53,55,62,63"
tumacas,22,"¿Saan tumacas ang canyang anak na si Crispin?... | Pagdating nila sa pasigan, hindi sinasadya'y tumacas sa mga labi ng mga babae ang mga sigaw ng pagta... | "" ng pagtataca, ng sama ng loob, ng pagcabigo ang tumacas sa mga labi ng lahat....","21,23,28,33,34,43,45,48,50,54,56,59,62"
Victoria,22,Pagcakita sa kanilang mga mukhang ang cabataa'y tumatawa at ang pag asa'y maniningning; sa panonood ... | —ang ipinagwica ng canyang pinsang si Victoria.... | Umupo si Ibarra sa tabi ni Maria Clara; naupo si Albino sa tabi ni Victoria at iba pa....,"23,24,27,42,44,47,51,62"
cahabaghabag,22,—¡Pacanin ninyo ang cahabaghabag na babaeng iyan!... | —Isang cahabaghabag na babaeng pinilit sirain ang isip sa cagugulat at capapahirap!... | —¿Ano na ba ang nagawa mong magaling sa cahabaghabag na babaeng iyan?...,"24,27,36,39,40,42,43,46,49,50,56,57,59,61,63"
nacacaalam,21,"Isang taong gaya niyang may isang anak na lalaking kinabubuhusan ng boong pag-irog at mga pag-asa, i... | ¡Sino ang nacacaalam!... | —Kayo po mga ginoong babae ang nacacaalam na magaling ng mga bagay na itong tungkol sa Langit, Purga...","1,17,18,23,24,25,29,34,42,45,52,56,58,62"
casayahan,21,"Ng gabing yao'y kasama ng mga iba't ibang bagay na isinusulat ng binatang mapula ang buhoc sa canyan... | "" At kasama ng mga iba't ibang paunawa ang mga ganito:—""Ang taong lalong walang cabuluhan sa Filipin... | Sa mga panaguimpan ko'y nakikita ko ikaw na nacatindig sa tabing dagat ng Maynila, nacatanaw sa mala...","13,20,22,23,24,25,27,29,3,40,46,47,53,7,8"
escuela,21,"Nangyari isang araw, na samantalang pinagpipihitpihit niya ang isang papel na ibinigay sa kanya sa i... | Iniwan ng aking hinalinhan ang escuela upang maghanap buhay sa pagbibili ng tabaco—Inampon ako ng in... | Iniwan ng aking hinalinhan ang escuela upang maghanap buhay sa pagbibili ng tabaco—Inampon ako ng in...","19,20,24,25,27,32,34,4,40"
caramihang,21,"Nacatanaw naman siya sa daco pa roon ng isang tulay na cawayan at sa dakong malayo'y mga lalaking na... | May mga cagawad ang Pamahalaang walang cabuluhan, masasama, kung ito ang ibig ninyong aking sabihin,... | Inilalagay sa lupa ang isang baculan, at pagkatapos ay lumalayo't nagsasalita ng mga cacaibang tinig...","24,25,27,28,32,34,39,40,46,49,50,56,57,58"
Cristo,20,"—¡Si Cristo na ang makisugal sa inyo, puñales!... | si Cristo na ang makisugal!... | ¡Si Cristo na ang makilaro!...","1,11,16,19,22,25,36,39,44,6,61,63"
cagagawan,20,"May cababaan ang bahay na sinasabi namin, at hindi totoong magaling ang pagcacaanyo; kung hindi napa... | ang aking hinalinhan, si pari Damaso ang may cagagawan....... | Ikinalaguim ko ang nagdaang panahon, aking pinagsicapang pagbutihin ang casalucuyan sa pagbabago ng ...","1,13,19,24,25,27,37,38,45,47,54,57,63"
umimic,20,"¿Baka kaya naman ang mga larawan ng mga iba't ibang mga ""Nuestra Señora"" na nagsabit sa mga pader an... | Hindi umimic ang aking ama, naglining-lining, ilinagay sa aking balicat, ang canyang kamay at nagsal... | Hindi umimic si Maria Clara, itinitig niyang ilang sandali ang canyang malalaki't mapupungay na mga ...","1,15,19,34,35,39,42,45,50,52,55,61,62,7,9"
manacanacang,20,"Umaaticabong nangagsasalitaan ang ilang mga cadete; ngunit mahihina ang voces, sa isa sa mga suloc a... | Nacuculong ang isang munting luang ng apat na hubad at maruruming pader; sa isa sa mga pader, sa dak... | Kung dahil sa isang malaking caguipita'y manacanacang kinacailangan ang mga saclolo ng calangitan at...","1,16,21,24,25,27,29,40,42,5,52,56,6,62,63"
