token,frequency,capitalized_count,lowercase_count,sample_contexts
kanyang,1987,0,1987,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", ""1: Ng panahong yao'y lumalagay si Kapitang Tiagong isang lalaking siyang lalong maguilas, at talastas ng ang kanyang bahay at ang kanyang kinamulatang bayan ay hindi nagsasara ng pinto kanino man, liban na lamang sa mga kalakal o sa ano mang isip na bago o pangahas."", ""1: Ng panahong yao'y lumalagay si Kapitang Tiagong isang lalaking siyang lalong maguilas, at talastas ng ang kanyang bahay at ang kanyang kinamulatang bayan ay hindi nagsasara ng pinto kanino man, liban na lamang sa mga kalakal o sa ano mang isip na bago o pangahas.""]"
inihayag,1,0,1,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila.""]"
laban,58,0,58,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", '136: ¡Tinatangkilik ng mga pinuno ang mga ""hereje"" laban sa mga ""ministro"" ng Dios!', '506: —Panggagalingan ang pagsasanggalang ko ng isang bagong sumbong na laban sa kanya at marahil ay laban sa akin.']"
dati,9,0,9,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", ""1572: Ng muhang tanong sa kanya si Sisa ng minsang siya'y sumipot sa bahay, na ang mukha'y mahiguit ang pagdidilim kay sa dati, tungkol sa panucalang ipasoc ng sacristan si Basilio, ipinatuloy niya ang paghahagpos ng manok, hindi siya sumagot ng oo o ayaw."", '2094: —ani Don Filipong puno ng partido liberal sa kanyang mga catoto; may dati siyang talagang pakay siya totoong ipinagpahuli niya ang pagtutuos ng balac na gugugulin.']"
niyang,255,0,255,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", ""27: Ang mga babae ay ilang mga dalagang ang iba'y filipina at ang iba'y española: binubucsan nila ang bibig upang piguilin ang isang hicab; ngunit pagdaca'y tinatacpan nila ng kanilang mga abanico; bahagya na nangagbubulungan ng ilang mga pananalita; ano mang pag-uusap na ipinagsusumalang pasimulan, pagdaca'y naluluoy sa ilang putol-putol na sabi; katulad niyang mga ingay na nariringig kung gabi sa isang bahay, mga ingay na gawa ng mga daga at ng mga butiki."", '46: Ang mukha niyang maganda ang tabas, ang kanyang mga pagtinging nacalalaguim, ang kanyang malalapad na mga panga at batibot na pangangatawan ay nagbibigay anyo sa kanyang isang patricio romanong nagbalat kayo, at kahi\'t hindi sinasadya\'y inyong magugunita yaong tatlong monjeng sinasabi ni Heine sa kanyang ""Dioses en el destierro"", na nagdaraang namamangca pagkahating gabi sa isang dagatan doon sa Tyrol, kung ""equinoccio"" ng Septiembre, at sa tuwing dumaraa\'y inilalagay ng abang mamamangca ang isang salaping pilac, malamig na cawangis ng ""hielo,"" na siyang sa kanya\'y pumupuspos ng panglulumo.']"
caugalian,30,0,30,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", ""259: Mga ginoo—anya—may isang caugalian sa Alemaniang pagka pumaparoon sa isang capisanan, at walang masumpungang sa kanya'y magpakilala sa mga iba; siya ang nagsasabi ng kanyang pangalan at napakikilala, at sumasagot naman ang mga kausap ng sa gayon ding paraan."", ""260: Itulot po ninyo sa akin ang ganitong ugali; hindi dahil sa ibig kong dito'y magdala ng mga asal ng mga taga ibang lupain, sa pagka't totoong magaganda rin naman ang ating mga caugalian, kung di sa pagka't napipilitan kong gawin ang gayong bagay.""]"
gayon,178,0,178,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", '54: Hindi ko pa nauunawang magaling ang wikang tagalog, gayon ma\'y kinucumpisal ko na ang mga babae at nagcacawatasan kami, at lubhang pinacaibig nila ako, na ano pa\'t ng macaraan ang tatlong taon, ng ako\'y ilipat sa ibang bayang lalong malaki, na walang namamahala dahil sa pagkamatay ng curang ""indio"" roon, nangagsipanangis ang lahat ng babae, pinuspos ako ng mga handog, inihatid nila akong may casamang musica....', ""259: Mga ginoo—anya—may isang caugalian sa Alemaniang pagka pumaparoon sa isang capisanan, at walang masumpungang sa kanya'y magpakilala sa mga iba; siya ang nagsasabi ng kanyang pangalan at napakikilala, at sumasagot naman ang mga kausap ng sa gayon ding paraan.""]"
ma'y,172,0,172,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", '8: May cababaan ang bahay na sinasabi namin, at hindi totoong magaling ang pagkakaanyo; kung hindi napagmasdang mabuti ng ""arquitectong"" namatnugot sa paggawa o ang bagay na ito\'y cagagawan ng mga lindol at mga bagyo, sino ma\'y walang macapagsasabi ng tucoy.', '9: Isang malapad na hagdanang ma\'y cacapitang kulay verde, at nalalatagan ng alfombra sa mumunting panig ang siyang daanan mula sa silong o macapasoc ng pintuang nalalatagan ng ""azulejos"" hanggang sa cabahayan, na ang linalacara\'y napapag-itanan ng mga maceta at alagaan ng mga bulaklak na nacalagay sa ""pedestal"" na lozang gawa sa China, na may sarisaring kulay at may mga dibujong hindi mapaglirip.']"
siyang,455,0,455,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", ""1: Ng panahong yao'y lumalagay si Kapitang Tiagong isang lalaking siyang lalong maguilas, at talastas ng ang kanyang bahay at ang kanyang kinamulatang bayan ay hindi nagsasara ng pinto kanino man, liban na lamang sa mga kalakal o sa ano mang isip na bago o pangahas."", '9: Isang malapad na hagdanang ma\'y cacapitang kulay verde, at nalalatagan ng alfombra sa mumunting panig ang siyang daanan mula sa silong o macapasoc ng pintuang nalalatagan ng ""azulejos"" hanggang sa cabahayan, na ang linalacara\'y napapag-itanan ng mga maceta at alagaan ng mga bulaklak na nacalagay sa ""pedestal"" na lozang gawa sa China, na may sarisaring kulay at may mga dibujong hindi mapaglirip.']"
dahil,246,0,246,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", ""12: Kung sa aking kaibigan lamang at sa aking sariling caguinhawahan, hindi cata papagalin sa pagsasaysay ng kalagayan ng bahay; ngunit lubhang mahalaga ito, palibhasa'y ang caraniwan sa mga may camatayang gaya natin ay tulad sa pawican: hinahalagahan at hinihirang tayo alinsunod sa ating talucab o tinatahanang bahay; dahil dito't sa iba pang mga anyo ng asal, cawangis nga ng mga pawican ang mga may camatayan sa Filipinas."", '17: Tunay mang ang pagkakapinta\'y hindi nagpapakilala ng ""arte"" at cabutihang lumikha, datapwat nagsasaysay naman ng caraniwang mamalas: ang babaeng may sakit ay tila na bangkay na nabubuloc, dahil sa kulay dilaw at azul ng kanyang mukha; ang mga vaso\'t iba pang mga casangcapan, iyang maraming mga natitipong bagay bagay sa mahabang pagkakasakit ay doo\'y lubhang mabuti ang pagkakasipi, na ano pa\'t napapanood pati ng linalaman.']"
lahat,506,0,506,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", '3: Nangagsihanap ang iba nang ""betun"" sa kanilang zapatos, mga boton at corbata naman ang iba, ngunit silang lahat ay nangag iisip kung paano kaya ang mabuting paraang bating lalong walang cakimiang gagawin sa may bahay, upang papaniwalain ang macacakitang sila\'y malalaon ng kaibigan, o kung magcatao\'y humingi pang tawad na hindi nacadalong maaga.', '6: —Ang bahay na iyo\'y may calakhan din, tulad sa maraming nakikita sa mga lupaing ito; natatayo sa pampang ng ilog na sanga ng ilog Pasig, na kung tawaguin ng iba\'y ""ria"" (ilat) ng Binundoc, at gumaganap, na gaya rin ng lahat ng ilog sa Maynila, ng maraming capacan-ang pagkapaliguan, agusan ng dumi, labahan, pinangingisdaan, daanan ng bangcang nagdadala ng sarisaring bagay, at kung magcabihira pa\'y cucunan ng tubig na inumin, kung minamagaling ng tagaiguib na insic.']"
mga,6168,0,6168,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", ""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", ""1: Ng panahong yao'y lumalagay si Kapitang Tiagong isang lalaking siyang lalong maguilas, at talastas ng ang kanyang bahay at ang kanyang kinamulatang bayan ay hindi nagsasara ng pinto kanino man, liban na lamang sa mga kalakal o sa ano mang isip na bago o pangahas.""]"
usap-usapan,2,0,2,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", '2521: Datapwat lalo ng lumaki ang mga usap-usapan ng makita nila ng hapon ng icatlong araw na lumulunsad si Ibarra sa isang coche, sa harapan ng munting bahay na tinitirahan ng dalagang kanyang maguiguing asawa, at bumabati ng buong pitagan sa fraile, na tumutungo rin sa bahay na iyon.']"
Binundoc,9,9,0,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", '6: —Ang bahay na iyo\'y may calakhan din, tulad sa maraming nakikita sa mga lupaing ito; natatayo sa pampang ng ilog na sanga ng ilog Pasig, na kung tawaguin ng iba\'y ""ria"" (ilat) ng Binundoc, at gumaganap, na gaya rin ng lahat ng ilog sa Maynila, ng maraming capacan-ang pagkapaliguan, agusan ng dumi, labahan, pinangingisdaan, daanan ng bangcang nagdadala ng sarisaring bagay, at kung magcabihira pa\'y cucunan ng tubig na inumin, kung minamagaling ng tagaiguib na insic.', ""40: —Ang isa sa mga fraile'y isang dominicong bata pa, maganda, malinis at maningning, na tulad sa kanyang salamin sa matang nacacabit sa tangcay na guinto, maaga ang pagka ugaling matanda: siya ang cura sa Binundoc at ng mga nacaraang tao'y naging catedratico sa San Juan de Letran.""]"
iba't,34,0,34,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", '28: ¿Baka kaya naman ang mga larawan ng mga iba\'t ibang mga ""Nuestra Señora"" na nagsabit sa mga pader ang siyang ninilit sa mga dalagang iyong huwag umimic at magpacahinhing lubos, o dito\'y talagang natatangi ang mga babae?', ""134: —ang mga tanong ng dominico at ng teniente, na iba't iba ang taas ng voces.""]"
ibang,187,0,187,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", '28: ¿Baka kaya naman ang mga larawan ng mga iba\'t ibang mga ""Nuestra Señora"" na nagsabit sa mga pader ang siyang ninilit sa mga dalagang iyong huwag umimic at magpacahinhing lubos, o dito\'y talagang natatangi ang mga babae?', '54: Hindi ko pa nauunawang magaling ang wikang tagalog, gayon ma\'y kinucumpisal ko na ang mga babae at nagcacawatasan kami, at lubhang pinacaibig nila ako, na ano pa\'t ng macaraan ang tatlong taon, ng ako\'y ilipat sa ibang bayang lalong malaki, na walang namamahala dahil sa pagkamatay ng curang ""indio"" roon, nangagsipanangis ang lahat ng babae, pinuspos ako ng mga handog, inihatid nila akong may casamang musica....']"
nayon,9,0,9,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", ""795: Pinagdaraanan ng coche ni Ibarra ang bahagui ng lalong masayang nayon ng Maynila; ang nacapagbibigay panglaw sa kanya ng gabing nagdaan, sa liwanag ng araw ay nacapagpapangiti sa kanya kahi't siya'y aayaw."", '816: Ang masasayang mga salitaan, ang mga catatawanan ang siyang kahi\'t hindi niya sinasadya\'y nacapaghatid sa kanyang guniguni sa nayon ng Lavapies, sa Madrid, sampo ng doo\'y mga pangliligalig ng mga cigarrera, na totoong nacacapahamac sa sawing palad na mga ""guindilla"" at iba pa.']"
at,4903,0,4903,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", ""1: Ng panahong yao'y lumalagay si Kapitang Tiagong isang lalaking siyang lalong maguilas, at talastas ng ang kanyang bahay at ang kanyang kinamulatang bayan ay hindi nagsasara ng pinto kanino man, liban na lamang sa mga kalakal o sa ano mang isip na bago o pangahas."", ""1: Ng panahong yao'y lumalagay si Kapitang Tiagong isang lalaking siyang lalong maguilas, at talastas ng ang kanyang bahay at ang kanyang kinamulatang bayan ay hindi nagsasara ng pinto kanino man, liban na lamang sa mga kalakal o sa ano mang isip na bago o pangahas.""]"
hanggang,140,0,140,"[""0: Nag-anyaya ng pagpapacain nang isang hapunan, ng magtatapos ang Octubre, si Ginoong Santiago de los Santos, na lalong nakikilala ng bayan sa pamagat na Kapitang Tiago, anyayang baga man niyon lamang hapong iyon kanyang inihayag, laban sa dati niyang caugalian, gayon ma'y siyang dahil na ng lahat ng mga usap-usapan sa Binundoc, sa iba't ibang mga nayon at hanggang sa loob ng Maynila."", '2: Cawangis ng kislap ng lintic ang cadalian ng pagkalaganap ng balita sa daigdigan ng mga dapo, mga langaw o mga ""colado"", na kinapal ng Dios sa kanyang walang hanggang cabaitan, at kanyang pinararami ng buong pag-irog sa Maynila.', '9: Isang malapad na hagdanang ma\'y cacapitang kulay verde, at nalalatagan ng alfombra sa mumunting panig ang siyang daanan mula sa silong o macapasoc ng pintuang nalalatagan ng ""azulejos"" hanggang sa cabahayan, na ang linalacara\'y napapag-itanan ng mga maceta at alagaan ng mga bulaklak na nacalagay sa ""pedestal"" na lozang gawa sa China, na may sarisaring kulay at may mga dibujong hindi mapaglirip.']"
